6;35000;-0.5381905;0.36899376;0.585842
1;35001;-0.9837799;-0.1254425;0.4464264
0;35002;-10.517578;-1.8293304;1.4622192
3;35003;-1.7295885;-0.50123507;-0.6073818
2;35004;-9.665114;-0.80539787;1.4516519
6;35005;-0.5397168;0.3670043;0.5889696
1;35005;-0.9039154;-0.18424988;0.4281311
5;35006;42.7742;0.7923126;7.873726
0;35007;-10.308563;-2.4940948;2.3106384
1;35012;-0.7854614;-0.19256592;0.39860535
4;35012;-0.5335444;0.3974652;0.5602517
3;35022;-1.41115;-1.0952587;0.08765173
3;35025;-1.40726;-1.1187031;0.076150656
2;35027;-9.666147;-0.7791909;1.4590542
2;35028;-9.666385;-0.7540019;1.4706701
6;35030;-0.54089487;0.36474875;0.59228563
6;35033;-0.54177266;0.36262804;0.5954382
1;35035;-0.60717773;-0.15733337;0.3614807
0;35038;-10.252121;-3.087143;3.0529785
5;35039;42.952347;0.3353119;7.873726
0;35041;-10.337051;-3.3005676;3.7233887
3;35043;-1.1950436;-1.8041161;0.9110054
2;35045;-9.66598;-0.73180515;1.4844786
6;35046;-0.54252785;0.36052212;0.5984293
4;35048;-0.54280037;0.3809107;0.57044524
1;35049;-0.42332458;-0.108078;0.31318665
0;35049;-10.490845;-2.9548798;4.3004303
2;35050;-9.665093;-0.7133045;1.499181
3;35051;-1.2200556;-2.627714;2.3092246
6;35051;-0.5430654;0.35866836;0.601018
1;35052;-0.32130432;-0.07157898;0.2794037
5;35053;42.863274;-0.21305084;7.691002
0;35053;-10.74704;-2.162323;4.803467
1;35054;-0.25842285;-0.034988403;0.24615479
4;35055;-0.5509145;0.3581305;0.583576
2;35062;-9.664344;-0.6958155;1.5121822
2;35064;-9.663865;-0.6804303;1.5222055
3;35065;-1.36973;-2.2981758;2.8732471
3;35066;-1.3653679;-2.3123572;2.863029
6;35066;-0.54318166;0.35756657;0.6028951
6;35067;-0.5432778;0.3567049;0.6044401
1;35068;-0.25483704;0.00642395;0.20217896
0;35069;-11.020813;-1.106247;5.1401367
5;35070;42.7742;-0.48732758;7.416725
0;35071;-11.316437;-0.08067322;5.134964
3;35073;-1.616292;-1.5328487;3.3579493
1;35074;-0.3014984;0.013442993;0.20863342
4;35075;-0.5499216;0.34399328;0.59324294
6;35075;-0.5433829;0.35599548;0.6057787
2;35076;-9.663644;-0.66621214;1.5298821
0;35077;-11.357788;0.88041687;4.6974335
1;35083;-0.36627197;-0.006958008;0.24266052
3;35084;-2.1788006;0.532624;3.6828456
6;35085;-0.54328763;0.3557204;0.6068936
2;35085;-9.663909;-0.6486195;1.5357516
5;35086;42.7742;-0.9443283;7.416725
0;35087;-11.303513;1.5617523;3.8774261
1;35093;-0.4902954;-0.07550049;0.2988739
3;35099;-2.2131882;1.4741325;3.2394953
3;35101;-2.2066774;1.4518387;3.2300692
4;35104;-0.5381891;0.34591186;0.59626627
6;35106;-0.54300904;0.35578206;0.60788465
6;35108;-0.5427342;0.3555654;0.6092728
2;35109;-9.664497;-0.6274701;1.5408263
2;35110;-9.664606;-0.603486;1.5497024
1;35111;-0.637619;-0.21014404;0.33558655
0;35111;-11.40921;1.6197815;3.2767792
5;35112;42.952347;-1.309967;7.1424484
3;35113;-2.147356;2.1069803;2.3940012
2;35114;-9.663744;-0.5754535;1.5656612
4;35114;-0.5219557;0.3602342;0.59255534
6;35115;-0.542499;0.35477927;0.61138445
0;35116;-11.54628;0.924469;3.3147125
1;35116;-0.7052307;-0.31695557;0.33317566
0;35118;-11.583618;-0.3440857;3.3158875
3;35119;-2.2495928;2.1388314;1.7681338
6;35120;-0.54208165;0.35357597;0.61391824
2;35120;-9.661189;-0.54747254;1.5912573
1;35123;-0.69532776;-0.33772278;0.2821045
5;35124;43.130493;-1.8585205;7.1424484
0;35125;-11.352112;-1.8360901;2.976944
4;35129;-0.5117481;0.3700164;0.5910166
1;35135;-0.5889435;-0.17993164;0.19152832
3;35139;-2.421379;0.15681785;1.7760962
3;35142;-2.4181862;0.14455032;1.750958
2;35145;-9.657003;-0.52795255;1.6229405
2;35147;-9.653434;-0.51465285;1.6482522
6;35150;-0.5418778;0.35159853;0.6167482
6;35151;-0.54188097;0.34975356;0.6191179
1;35153;-0.46980286;0.02017212;0.115097046
0;35154;-11.106827;-3.0290222;1.8663177
5;35155;43.57586;-2.5896072;6.8681717
3;35158;-2.1817284;-1.3498865;1.4036751
2;35159;-9.652272;-0.5117527;1.6559416
4;35159;-0.51642877;0.3605129;0.59888434
6;35160;-0.54271865;0.34788924;0.62085825
0;35161;-11.068298;-3.4550323;0.6363983
1;35161;-0.40856934;0.080703735;0.108551025
0;35162;-10.911713;-3.2493286;0.3159027
2;35163;-9.653364;-0.51461333;1.6486719
3;35163;-1.9302664;-2.5398269;0.299078
6;35164;-0.54408145;0.34628958;0.6219692
1;35165;-0.3846283;0.020568848;0.16371155
5;35166;43.664932;-3.046608;6.776619
0;35166;-10.671387;-2.647049;0.66656494
3;35168;-1.7293587;-2.7595425;-1.2416289
2;35170;-9.655204;-0.51500803;1.6377375
4;35170;-0.5335948;0.34092686;0.6086667
6;35171;-0.54572004;0.34451163;0.6232913
1;35173;-0.32250977;-0.014053345;0.21887207
1;35184;-0.22094727;0.016830444;0.22245789
0;35185;-10.274918;-1.9543915;0.9350891
5;35186;43.664932;-3.3208847;6.9595337
3;35190;-1.484334;-2.1639867;-0.88675225
3;35191;-1.4795532;-2.1747046;-0.88313854
2;35193;-9.6564455;-0.50774336;1.6326805
2;35194;-9.657787;-0.49628857;1.6282613
6;35195;-0.5467924;0.343183;0.6246441
6;35196;-0.54751337;0.34236082;0.6257782
4;35199;-0.54748535;0.32644376;0.6147788
0;35200;-9.650803;-1.3105621;0.2036438
1;35202;-0.05067444;0.082977295;0.15956116
0;35203;-9.236328;-0.9058838;-0.9853821
2;35204;-9.659696;-0.48373565;1.6207008
3;35206;-1.0787115;-1.4938663;-0.6078476
6;35207;-0.5479831;0.34217215;0.62641835
1;35209;0.09648132;0.11515808;0.025878906
