6;5000;-0.4830828;0.3836207;0.6204088
1;5005;-0.013626099;-0.0438385;-0.0031433105
0;5005;-9.070496;0.09564209;2.174469
3;5007;-0.037784576;0.020486288;-0.064183235
6;5008;-0.48301107;0.38352236;0.62049717
2;5009;-9.521585;0.079012685;2.3459647
0;5010;-9.059784;0.12208557;2.163742
1;5014;-0.01890564;-0.04159546;-0.0049438477
5;5017;45.62416;-3.7780762;3.9434433
3;5018;-0.014403343;0.020866953;-0.059874773
2;5019;-9.520839;0.07861249;2.3490071
0;5020;-9.023666;0.13395691;2.2179413
4;5021;-0.4865463;0.3874905;0.6183129
6;5021;-0.48289946;0.38346067;0.62053823
1;5024;-0.03010559;-0.033798218;-0.0012512207
2;5027;-9.520249;0.078581184;2.3513975
3;5029;-0.0044612885;0.047341943;-0.07282376
6;5029;-0.4828366;0.3833809;0.6206163
1;5034;-0.032104492;-0.016708374;0.003921509
0;5038;-9.002319;0.13395691;2.2286682
5;5040;45.62416;-3.9608002;3.6691666
2;5041;-9.519695;0.07902521;2.3536222
3;5043;0.030569077;0.058795594;-0.02060175
4;5045;-0.4870675;0.38631064;0.6195715
6;5046;-0.48301023;0.38301405;0.6210064
1;5047;-0.0342865;-0.0054016113;0.006591797
0;5048;-9.010956;0.108047485;2.2595215
2;5049;-9.519414;0.07978481;2.3547375
6;5049;-0.4829605;0.38300255;0.62105644
3;5050;0.05080223;0.05808022;-0.010726452
0;5051;-9.048325;0.10333252;2.2729492
1;5054;-0.041381836;0.0063323975;0.0051116943
5;5058;45.26806;-3.9608002;3.4864426
2;5059;-9.51929;0.080023125;2.355227
4;5060;-0.48619622;0.38670543;0.61917627
3;5060;0.041469574;0.03194902;0.019804478
6;5061;-0.48313618;0.38274834;0.6213232
0;5061;-9.059784;0.09651184;2.2786713
1;5063;-0.03363037;0.0024719238;0.01234436
2;5069;-9.519242;0.08044783;2.3554068
3;5070;0.0041236877;0.0268296;0.03304434
6;5071;-0.48315904;0.38270748;0.6213857
1;5074;-0.033309937;-0.009109497;0.008300781
0;5077;-9.0980835;0.103500366;2.2938995
5;5078;45.178986;-4.052162;3.2121658
2;5079;-9.519003;0.08098849;2.3563561
4;5080;-0.4859728;0.38628957;0.6195599
3;5080;-0.007294655;0.019492485;0.037796974
6;5081;-0.48310986;0.3827063;0.62141424
1;5084;-0.029541016;-0.014511108;0.007537842
0;5085;-9.0980835;0.14276123;2.269867
3;5088;-0.04510212;0.02602709;0.05105853
6;5089;-0.48306593;0.3826401;0.6215043
2;5090;-9.518546;0.081457466;2.358183
0;5091;-9.152649;0.1803894;2.2049713
1;5094;-0.032485962;-0.02166748;0.012512207
5;5097;45.26806;-4.234886;3.3948898
3;5098;-0.04475975;0.0639899;0.024929762
2;5099;-9.518042;0.08281476;2.3601725
4;5100;-0.48615316;0.38561884;0.6203845
0;5100;-9.230209;0.24690247;2.0719147
6;5101;-0.48300594;0.38258326;0.62163
1;5104;-0.033554077;-0.037765503;0.0093688965
2;5109;-9.517588;0.08484148;2.3619304
3;5110;-0.09833813;0.09967765;-0.04199004
6;5111;-0.48288137;0.38262337;0.6216927
1;5113;-0.033493042;-0.05088806;0.014907837
0;5114;-9.262039;0.25958252;2.0020752
5;5117;45.178986;-4.234886;3.1208038
