15056,-9.2802,0.24887,1.1103
15057,-9.2591,0.2336,1.095
15059,-9.2497,0.22972,1.1503
15061,-9.2322,0.22972,1.1606
15063,-9.2322,0.22972,1.1423
15063,-9.2322,0.22972,1.1299
15064,-9.2322,0.23434,1.1393
15065,-9.2525,0.25905,1.1103
15065,-9.2391,0.2523,1.0946
15149,-9.2705,0.26804,1.0655
15151,-9.2705,0.27567,1.0605
15154,-9.2573,0.28719,1.0457
15157,-9.2513,0.28719,1.0524
15160,-9.2322,0.26804,1.0669
15164,-9.2215,0.27866,1.0528
15167,-9.2292,0.30333,1.0367
15169,-9.2513,0.27057,1.0312
15171,-9.2513,0.28719,1.0065
15174,-9.2513,0.28719,1.009
15249,-9.2513,0.30634,0.95708
15251,-9.2377,0.3008,1.009
15253,-9.2513,0.27611,1.0065
15253,-9.2679,0.26804,1.0145
15254,-9.2926,0.26204,0.93492
15255,-9.3003,0.23824,0.92729
15255,-9.3037,0.26294,0.952
15256,-9.2696,0.26714,1.015
15256,-9.2322,0.23868,1.0427
15345,-9.2245,0.27568,1.0643
15346,-9.2642,0.28719,1.0358
15347,-9.2931,0.32549,0.97968
15349,-9.3178,0.32549,0.9864
15350,-9.3279,0.34,1.0053
15352,-9.3179,0.34465,1.0145
15353,-9.3024,0.33821,1.0274
15354,-9.3016,0.31351,1.0289
15354,-9.2738,0.28882,1.0145
15355,-9.2591,0.23749,1.0089
15466,-9.2439,0.19881,0.98363
15467,-9.2513,0.20638,0.96127
15470,-9.2513,0.23106,0.93927
15471,-9.2582,0.26263,0.93643
15473,-9.2705,0.29959,0.89961
15474,-9.2705,0.30634,0.89961
15476,-9.2853,0.32114,0.8718
15477,-9.2705,0.30634,0.84215
15478,-9.2551,0.30634,0.85756
15538,-9.2335,0.26933,0.84477
15541,-9.2513,0.27985,0.88046
15542,-9.2642,0.26804,0.91907
15543,-9.2889,0.23122,0.97473
15544,-9.2657,0.23929,1.0002
15545,-9.2513,0.22089,1.0352
15545,-9.2513,0.22972,1.037
15546,-9.2558,0.24887,1.0314
15546,-9.2896,0.25665,1.0145
15547,-9.2799,0.25829,1.0048
15634,-9.2705,0.26755,0.99538
15635,-9.2723,0.28194,0.96233
15635,-9.3172,0.26804,0.96547
15636,-9.3251,0.26804,0.95708
15637,-9.3266,0.26804,0.95573
15637,-9.3142,0.26804,0.94339
15638,-9.3088,0.25426,0.93791
15639,-9.2705,0.26804,0.93777
15639,-9.2591,0.27371,0.92445
15641,-9.2165,0.28719,0.93791
15731,-9.2303,0.28719,0.90335
15733,-9.2162,0.2809,0.93164
15733,-9.2322,0.24019,0.89961
15734,-9.2464,0.22972,0.89961
15734,-9.2136,0.22852,0.88107
15735,-9.2383,0.20981,0.90575
15736,-9.263,0.26054,0.89543
15736,-9.2705,0.26804,0.88046
15737,-9.2795,0.30634,0.88387
15828,-9.2492,0.30634,0.90813
15829,-9.2705,0.30634,0.91876
15829,-9.2705,0.30634,0.93687
15830,-9.2836,0.30634,0.93195
15831,-9.3088,0.28209,0.95708
15831,-9.3088,0.26804,0.95708
15832,-9.2624,0.27611,0.9722
15833,-9.2322,0.30634,0.94749
15833,-9.2322,0.29121,0.93791
15834,-9.2322,0.28719,0.92316
15921,-9.2392,0.26099,0.89961
15923,-9.2513,0.24887,0.86191
15924,-9.2694,0.23076,0.84215
15925,-9.2468,0.24887,0.8275
15926,-9.2322,0.24887,0.84717
15929,-9.2322,0.24887,0.85951
15930,-9.2494,0.23166,0.91876
15931,-9.2471,0.25635,0.91129
15934,-9.2835,0.28105,0.86057
16019,-9.3211,0.28719,0.86472
16020,-9.2946,0.29211,0.88541
16021,-9.2878,0.30634,0.88914
16023,-9.2384,0.30634,0.91249
16023,-9.2322,0.29196,0.91638
16024,-9.2401,0.31755,0.90755
16024,-9.2783,0.29286,0.91876
16025,-9.3086,0.26817,0.89977
16026,-9.3196,0.25426,0.92415
16027,-9.3471,0.258,0.94795
16119,-9.3309,0.21648,0.97328
16121,-9.3088,0.24602,0.98192
16121,-9.3088,0.22972,1.0145
16122,-9.281,0.22972,1.0006
