25017,-8.9995,0.065125,2.5057
25026,-8.96,-0.00012207,2.5125
25034,-8.8755,0.024963,2.597
25039,-8.8144,0.12488,2.6928
25056,-8.836,0.31155,2.808
25071,-8.884,0.4641,2.8961
25076,-8.9323,0.485,2.9042
25079,-8.9976,0.42601,2.8564
25096,-9.0374,0.35068,2.7827
25113,-9.0052,0.2464,2.6621
25116,-8.931,0.16534,2.533
25128,-8.8888,0.18866,2.4552
25136,-8.8874,0.23683,2.5504
25152,-8.8874,0.26804,2.6162
25164,-8.9007,0.26804,2.7604
25172,-8.9427,0.24995,2.8681
25180,-8.9411,0.25264,2.884
25194,-8.9085,0.27663,2.7759
25199,-8.8198,0.28719,2.5998
25200,-8.7185,0.26889,2.566
25216,-8.6959,0.093887,2.5891
25238,-8.7048,-0.15533,2.5954
25239,-8.6875,-0.33711,2.5989
25240,-8.6396,-0.43834,2.7529
25258,-8.5169,-0.40002,2.8252
25269,-8.4369,-0.25261,2.5155
25276,-8.5171,0.03804,1.9903
25284,-8.5426,0.35909,1.5003
25302,-8.4344,0.61169,1.2782
25308,-8.2945,0.64217,1.3291
25315,-8.2981,0.3847,1.4831
25323,-8.4078,-0.11188,1.6266
25340,-8.49,-0.45982,1.6466
25348,-8.418,-0.55551,1.6848
25355,-8.3749,-0.34802,1.4339
25369,-8.3704,0.097244,1.0325
25377,-8.3936,0.60213,0.66718
25389,-8.3118,0.92128,0.40891
25396,-8.2598,0.93701,0.28087
25413,-8.3537,0.62538,0.26973
25426,-8.5376,0.19279,0.3615
25429,-8.7678,-0.13858,0.24512
25434,-8.9691,-0.16582,0.10092
25456,-9.2544,0.19934,-0.1983
25461,-9.4019,0.61293,-0.4877
25469,-9.4636,0.8562,-0.55606
25476,-9.5117,0.65564,-0.5255
25494,-9.5996,0.16869,-0.75116
25506,-9.7015,-0.43315,-1.4566
25508,-9.7791,-0.79176,-2.3222
25516,-9.9117,-0.62573,-2.8966
25529,-10.08,-0.22209,-3.2918
25537,-10.152,0.30363,-3.495
25546,-10.097,0.713,-3.3206
25558,-9.9929,0.86725,-2.9859
25575,-10.017,0.63979,-2.9233
25579,-10.36,0.13023,-3.5769
25585,-10.792,-0.30876,-4.8341
25607,-11.064,-0.40556,-6.1706
25611,-11.176,-0.1033,-7.1267
25618,-10.435,0.55737,-7.6933
25626,-9.651,0.99324,-7.4348
25642,-9.1327,1.3048,-7.5921
25650,-9.1637,1.3688,-7.8873
25658,-9.5788,0.90977,-7.3614
25666,-10.308,0.17722,-7.0064
25688,-10.853,-0.38678,-6.7723
25693,-10.928,-0.76018,-6.5215
25699,-10.805,-0.81329,-6.7009
25709,-10.707,-0.5864,-7.0729
25716,-10.69,-0.34802,-7.35
25734,-10.592,-0.16956,-7.4675
25739,-10.386,0.052811,-7.1875
25747,-10.206,0.28065,-6.7437
25755,-10.154,0.54739,-6.2538
25776,-10.214,0.76024,-5.7885
25779,-10.24,0.84264,-5.552
25786,-10.179,0.83032,-5.5784
25797,-10.1,0.82349,-5.836
25822,-10.037,0.79852,-6.1814
25823,-9.9828,0.7737,-6.1182
25828,-9.8149,0.77264,-6.0347
25835,-9.6124,0.74867,-5.9455
25855,-9.5164,0.7598,-5.7539
25859,-9.4688,0.76718,-5.5224
25868,-9.4365,0.83629,-5.3185
25875,-9.4781,0.86026,-5.1268
25901,-9.3528,0.94844,-5.207
25902,-9.2732,0.98766,-5.1502
25907,-9.2122,0.95064,-5.0433
25915,-9.176,0.92055,-4.9118
25939,-9.1446,0.85086,-4.6869
25940,-9.0474,0.78741,-4.4768
25956,-8.9434,0.713,-4.2292
25957,-8.8535,0.59908,-4.0135
25990,-8.5462,0.54002,-3.789
25994,-8.3302,0.60756,-3.6798
26007,-8.2362,0.73772,-3.6994
26010,-8.2545,0.85777,-3.7531
26019,-8.31,0.98486,-3.7466
26019,-8.397,1.0239,-3.6718
26033,-8.4552,1.0892,-3.5656
26037,-8.466,1.1479,-3.4697
26055,-8.4426,1.1917,-3.4866
26060,-8.3731,1.2066,-3.4684
26068,-8.159,1.1646,-3.3923
26077,-7.8946,0.97932,-3.2773
26101,-7.7053,0.7301,-3.2813
26102,-7.6239,0.44214,-3.2281
26114,-7.585,0.16847,-3.2184
26116,-7.6231,-0.17142,-3.0848
26135,-7.5268,-0.43199,-2.9931
26142,-7.3445,-0.69141,-2.9114
26147,-7.1334,-0.89165,-2.743
26164,-6.8737,-0.99655,-2.5073
26174,-6.5853,-1.0344,-2.2634
26183,-6.3172,-1.0344,-2.1153
26187,-6.1511,-1.0788,-2.0101
26203,-6.1122,-1.0717,-1.8938
26214,-6.2245,-0.9967,-1.7711
26223,-6.4538,-0.82874,-1.6822
26227,-6.8852,-0.69119,-1.5836
26243,-7.2232,-0.53497,-1.4924
26253,-7.2617,-0.47569,-1.4035
26263,-7.1166,-0.43196,-1.2595
26268,-6.8467,-0.41019,-1.0702
26285,-6.5436,-0.38319,-0.89067
26295,-6.3816,-0.37738,-0.67433
26306,-6.291,-0.35335,-0.51942
26308,-6.298,-0.36043,-0.35161
26325,-6.3907,-0.4073,-0.28915
26346,-6.6188,-0.50955,-0.30707
26348,-6.822,-0.61873,-0.36205
26352,-7.0852,-0.71463,-0.51353
26364,-7.4094,-0.70735,-0.7047
26375,-7.6677,-0.70874,-0.96436
26383,-7.8969,-0.7921,-1.1981
26394,-8.0322,-0.91994,-1.2296
26405,-8.1196,-1.1547,-1.0157
26416,-8.3798,-1.4447,-0.76457
26426,-8.6802,-1.5783,-0.5372
26428,-8.9682,-1.5601,-0.28084
26445,-9.2061,-1.3699,-0.16891
26455,-9.3225,-1.0207,-0.11415
26463,-9.394,-0.58923,-0.0186
26469,-9.4237,-0.17599,0.20052
26485,-9.4045,0.19708,0.56279
26500,-9.3903,0.44003,0.85832
26506,-9.3903,0.54819,1.0386
26512,-9.3541,0.52167,0.96869
26525,-9.1784,0.36313,0.81493
26534,-8.8272,0.14145,0.57262
26544,-8.4916,-0.13472,0.42929
26553,-8.3915,-0.33017,0.33342
26565,-8.5895,-0.4545,0.24008
26573,-8.7839,-0.52878,0.20622
26583,-8.8299,-0.49222,0.25429
26592,-8.8645,-0.40987,0.19844
26606,-8.84,-0.33272,0.1931
26618,-8.7837,-0.23671,0.36113
26624,-8.7212,-0.15321,0.51683
26634,-8.6256,-0.081512,0.55484
26645,-8.6417,0.032074,0.52591
26654,-8.7144,0.1281,0.4052
26663,-8.8955,0.17226,0.21495
26674,-9.0341,0.19011,0.082565
26686,-9.0859,0.20706,-0.028427
26695,-9.134,0.16629,0.035294
26704,-9.1953,0.080933,0.10988
26714,-9.3218,-0.015198,0.27855
26726,-9.5151,-0.15308,0.50435
26734,-9.7137,-0.25575,0.74908
26745,-9.8011,-0.30096,0.89063
26755,-9.7334,-0.30658,0.93712
26767,-9.5297,-0.2251,0.96509
26782,-9.3349,-0.072006,1.0132
26788,-9.1358,0.082458,1.1025
26797,-9.0235,0.20801,1.0549
26808,-9.0535,0.27658,0.8185
26814,-9.1709,0.27902,0.63336
26827,-9.3075,0.19272,0.66335
26833,-9.3469,0.020767,0.89722
26848,-9.3426,-0.21425,1.1994
26855,-9.3185,-0.31563,1.3206
26864,-9.3231,-0.34489,1.2688
26879,-9.3469,-0.34468,1.0906
26886,-9.2512,-0.25859,0.95227
