35019,-8.5703,-0.29836,1.1757
35020,-9.0646,-0.2599,0.84096
35022,-9.7351,-0.21112,0.45654
35023,-10.561,-0.25481,0.059555
35024,-11.201,-0.29073,-0.17165
35024,-11.571,-0.34012,-0.29509
35025,-12.13,-0.59299,-0.22162
35026,-12.537,-1.0201,0.27025
35026,-12.769,-1.3298,1.1284
35113,-12.883,-1.23,2.3352
35114,-12.94,-0.91861,3.0941
35114,-13.134,-0.35207,3.7688
35115,-13.423,0.32652,4.0808
35115,-13.367,1.0473,4.2144
35116,-12.76,1.6098,3.8627
35117,-12.176,1.8443,2.8874
35117,-11.815,1.6739,1.7973
35118,-11.264,1.3891,0.86729
35118,-10.624,1.038,0.027054
35210,-10.192,0.69057,-0.70552
35218,-9.9115,0.38893,-1.3375
35222,-9.5291,0.24887,-1.801
35225,-8.9955,0.19949,-2.3251
35230,-8.4834,0.071991,-2.8108
35235,-8.1518,0.026047,-3.2907
35239,-8.0441,0.11359,-3.5739
35243,-8.0819,0.46091,-3.6941
35245,-7.9466,1.2077,-3.9142
35305,-7.5731,2.1711,-4.0948
35307,-7.6867,3.2213,-3.7619
35308,-8.0433,3.6832,-3.137
35309,-8.5349,3.66,-2.332
35310,-9.1301,3.2569,-1.4274
35312,-9.4752,2.825,-0.81703
35315,-9.7517,2.3213,-0.24422
35319,-10.168,1.3622,0.56084
35323,-10.548,0.37456,0.99599
35329,-10.897,-0.54556,0.97806
35399,-11.095,-1.3968,0.63937
35400,-10.886,-1.9302,0.22804
35400,-10.309,-2.2776,-0.22775
35401,-9.5907,-2.1052,-0.67816
35401,-8.8196,-1.7463,-0.99629
35402,-8.1859,-1.1948,-1.2597
35403,-7.7587,-0.45114,-1.3527
35404,-7.4629,0.32309,-1.418
35404,-7.216,1.1208,-1.4041
35495,-7.1238,1.9242,-1.4156
35496,-6.9945,2.6241,-1.1364
35497,-6.8918,3.1351,-0.58179
35497,-6.8255,3.4442,-0.047745
35498,-6.8353,3.4622,0.37109
35499,-7.0029,3.0264,0.70793
35500,-7.1779,2.3127,0.94272
35501,-7.1598,1.4692,1.0115
35503,-7.0678,0.62924,0.93164
35503,-7.0678,-0.093933,0.88348
35611,-7.2486,-0.79404,0.8093
35613,-7.1636,-1.2821,0.88376
35614,-7.2285,-1.5782,1.069
35615,-7.3125,-1.5881,1.3011
35615,-7.494,-1.3289,1.558
35616,-7.5927,-1.082,1.7062
35616,-7.6915,-0.6756,1.9279
35617,-7.8081,-0.19675,2.2954
35618,-7.9782,0.24588,2.5827
35618,-8.2244,0.61018,2.6143
35688,-8.4202,0.78358,2.5072
35689,-8.6407,0.9324,2.1002
35690,-8.976,1.1443,1.4048
35690,-9.3082,1.4039,0.56308
35691,-9.9331,1.6025,-0.20441
35692,-11.02,1.86,-0.32336
35693,-11.502,2.2594,0.18076
35693,-12.463,2.4726,0.96187
35694,-13.726,2.2031,1.7096
35789,-14.54,1.426,2.4654
35791,-14.96,0.30632,3.137
35793,-14.492,-0.80399,3.4243
35793,-13.843,-1.7171,3.187
35794,-13.555,-2.1325,2.6047
35795,-13.358,-1.9897,1.7442
