25000,-7.7751,0.22972,4.5789
25001,-7.8735,0.19142,4.572
25001,-7.9685,0.19916,4.5115
25095,-8.0543,0.21057,4.3423
25096,-8.074,0.21057,4.1162
25097,-8.1323,0.1944,3.9268
25097,-8.1349,0.18587,3.7812
25098,-8.1021,0.17226,3.6386
25099,-8.0404,0.1846,3.5398
25099,-7.9621,0.16927,3.4079
25100,-7.8467,0.13649,3.2516
25101,-7.7897,0.098633,3.1316
25101,-7.7454,0.12672,3.0354
25190,-7.723,0.14914,2.9609
25191,-7.7177,0.1353,2.9107
25192,-7.6496,0.20937,2.9167
25192,-7.6233,0.28343,2.9529
25193,-7.6574,0.34045,3.1047
25194,-7.7657,0.39177,3.1946
25194,-7.9633,0.29077,3.0801
25195,-8.1608,0.084564,2.765
25196,-8.3622,-0.23848,2.3468
25286,-8.6628,-0.4899,2.1125
25288,-9.0622,-0.74713,1.9076
25289,-9.5282,-0.80458,1.5772
25290,-9.8152,-0.64297,1.1438
25291,-10.177,-0.37497,0.79591
25292,-10.527,-0.077942,0.50937
25293,-10.554,0.10506,0.2282
25294,-10.554,0.22282,-0.12152
25295,-10.641,0.14847,-0.36812
25296,-10.867,0.063721,-0.63905
25381,-11.189,-0.054001,-1.4419
25382,-11.614,-0.21201,-2.3604
25383,-11.833,-0.29536,-3.6564
25385,-11.893,-0.30479,-5.029
25386,-11.846,-0.28011,-6.2364
25386,-11.747,-0.2554,-6.8537
25387,-11.52,-0.1571,-7.7839
25388,-11.516,-0.14378,-8.3037
25388,-11.728,-0.23447,-8.3854
25480,-11.905,-0.55522,-7.978
25480,-12.059,-0.85292,-7.5102
25481,-12.159,-1.1661,-6.9085
25482,-12.169,-1.4091,-6.4338
25482,-12.068,-1.3992,-6.1519
25483,-11.837,-1.2415,-5.98
25484,-11.501,-1.0117,-5.9167
25484,-11.048,-0.72377,-5.8673
25485,-10.585,-0.44365,-5.7853
25486,-10.169,-0.32225,-5.6096
25591,-9.8144,-0.28743,-5.4374
25592,-9.5376,-0.28774,-5.4221
25592,-9.3818,-0.33142,-5.6177
25593,-9.3279,-0.34489,-5.9454
25594,-9.3279,-0.34489,-6.3069
25595,-9.3851,-0.24599,-6.6146
25595,-9.5072,-0.2213,-6.7687
25596,-9.5671,-0.18239,-6.7717
25597,-9.6182,-0.13588,-6.781
25597,-9.7387,-0.20477,-6.781
25669,-9.9992,-0.3075,-6.6418
25670,-10.157,-0.39651,-6.4518
25671,-10.228,-0.49333,-6.283
25671,-10.201,-0.58296,-6.21
25672,-10.105,-0.63504,-6.0564
25673,-9.9847,-0.67365,-5.9194
25674,-9.644,-0.72797,-5.5145
25675,-9.2247,-0.71585,-5.1939
25676,-8.7273,-0.67351,-4.8483
25768,-8.2739,-0.54758,-4.5814
25769,-7.9297,-0.45982,-4.4059
25769,-7.6143,-0.40639,-4.284
25770,-7.4198,-0.38319,-4.1922
25771,-7.2222,-0.38319,-4.1429
25771,-7.0121,-0.40834,-4.1186
25772,-6.8443,-0.45772,-4.1186
25772,-6.6476,-0.5116,-4.086
25773,-6.5589,-0.58566,-3.9919
25774,-6.5176,-0.69633,-3.8768
25862,-6.5182,-0.74518,-3.8294
25863,-6.6072,-0.71301,-3.8122
25864,-6.7046,-0.66362,-3.7731
25864,-6.7787,-0.55858,-3.7547
25865,-6.8676,-0.4839,-3.6435
25866,-6.9529,-0.46671,-3.544
25866,-7.0169,-0.42465,-3.56
25867,-7.2067,-0.41434,-3.6709
25868,-7.2619,-0.35863,-3.7764
25960,-7.3254,-0.33629,-3.8657
25961,-7.393,-0.30673,-3.965
25962,-7.3036,-0.20842,-3.963
25964,-7.1883,-0.14244,-3.8096
25965,-7.1307,-0.15067,-3.6039
25966,-7.1033,-0.17535,-3.4613
25967,-7.0702,-0.25032,-3.2376
25967,-7.0069,-0.36749,-2.8425
25968,-7.0098,-0.53793,-2.4687
25969,-6.9865,-0.65395,-2.2555
26061,-7.0736,-0.63908,-2.1335
26065,-7.1907,-0.57924,-2.1751
26066,-7.2118,-0.52327,-2.1518
26066,-7.2593,-0.45099,-2.0266
26067,-7.2737,-0.41193,-1.9255
26067,-7.2225,-0.38319,-1.8946
26068,-7.2593,-0.38948,-1.8142
26068,-7.2121,-0.39053,-1.7155
26069,-7.1307,-0.38319,-1.6167
26150,-7.1402,-0.38319,-1.5691
26151,-7.04,-0.38319,-1.57
26152,-6.9363,-0.36839,-1.6243
26152,-6.8775,-0.40474,-1.5676
26153,-6.882,-0.46086,-1.5003
26153,-6.8694,-0.49812,-1.4632
26154,-6.9297,-0.53374,-1.5275
26154,-6.9529,-0.63219,-1.4904
26155,-7.0307,-0.57384,-1.4754
26156,-7.1982,-0.49683,-1.4652
26248,-7.3615,-0.44879,-1.4714
26249,-7.4892,-0.38081,-1.5233
26249,-7.5909,-0.30675,-1.5585
26249,-7.8798,-0.28743,-1.552
26250,-8.1525,-0.13943,-1.5921
26250,-8.5534,-0.075546,-1.3976
26250,-8.6365,-0.073303,-1.2383
26251,-9.0834,-0.12344,-0.90979
26251,-8.9946,-0.22983,-0.58704
26252,-9.2454,-0.3662,-0.224
26346,-9.6087,-0.55211,-0.13545
26346,-9.3908,-0.72528,-0.0811
26347,-8.9495,-0.88748,-0.0070496
26347,-8.5594,-0.9225,0.11552
26348,-8.6615,-0.90933,0.096512
26348,-8.5376,-0.83481,-0.0036011
26349,-8.4499,-0.72841,0.073013
26349,-8.3511,-0.55557,0.21008
26350,-8.3941,-0.42189,0.3817
26439,-8.3993,-0.34544,0.53461
26440,-8.4559,-0.29253,0.65706
26441,-8.4971,-0.25931,0.66678
26443,-8.613,-0.22787,0.65915
26444,-8.747,-0.2632,0.62758
26445,-8.8019,-0.27809,0.59271
26446,-8.8419,-0.29941,0.58
26446,-8.8913,-0.33726,0.6162
26447,-8.9407,-0.36195,0.64853
26447,-8.9832,-0.37057,0.8047
26538,-8.9954,-0.4077,0.91719
26539,-8.9878,-0.407,1.0105
26539,-8.944,-0.40234,1.0911
26539,-8.9193,-0.39592,1.0719
26540,-8.9185,-0.37123,1.0337
26540,-8.9782,-0.32903,1.0337
26541,-9.0254,-0.2605,1.0606
26541,-9.0595,-0.22997,1.1477
26541,-9.064,-0.22997,1.2809
26636,-9.0632,-0.19855,1.3868
26637,-9.0858,-0.23686,1.547
26637,-9.0981,-0.27397,1.658
26637,-9.0622,-0.28743,1.7208
26638,-9.092,-0.29178,1.7449
26638,-9.166,-0.32634,1.8387
26639,-9.2093,-0.34489,1.8111
26639,-9.2896,-0.21022,1.4892
26640,-9.2823,0.032043,1.2782
26640,-9.2283,0.16759,1.3652
26728,-9.1757,0.22876,1.3986
26731,-9.1939,0.081284,1.4311
26734,-9.2513,-0.060577,1.3696
26737,-9.2038,-0.14348,1.3467
26739,-9.133,-0.25473,1.4596
26740,-9.096,-0.31647,1.5089
26742,-9.0923,-0.34489,1.545
26744,-9.0604,-0.34489,1.5697
26745,-8.8735,-0.31003,1.4533
26828,-8.9644,-0.21077,1.4935
26830,-9.0843,-0.19365,1.5449
